Title,Link,Pic,displayPic,floar,floar1,verticalTable,verticalTable1,verticalTable2,priceLabel,windowFacing,layoutSpace,priceLabel1,layoutSpace1,unitSummary,memberName,memberName1,verticalTable3,btn-favorite--watch,anchor,anchor1,relatedKeywordsData,relatedKeywordsData1,relatedKeywordsData2,relatedKeywordsData3,relatedKeywordsData4,relatedKeywordsData5,textFeatureComment,onlineIcon,memberName2,relatedKeywordsData6,relatedKeywordsData7
グランスイートラ・ヴィル,https://www.homes.co.jp/mansion/b-1418400001903/,https://image.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fxo0b2ruzcz5kbby.jpg&width=208&height=138,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,6階西,6階西,都営大江戸線 飯田橋駅 徒歩10分東京都新宿区新小川町8-14,RC(鉄筋コンクリート) / 11階建,2004年11月（築16年）,"4,290万円",西,1LDK/39.6m²,"4,290万円",1LDK/39.6m²,30枚,オンライン相談可,オンライン相談可,45戸,お気に入りに登録,詳細を見る,https://www.homes.co.jp/mansion/b-1418400001903/,リノベーション・リフォーム,リノベーション・リフォーム,ペット相談可,ペット相談可,オートロック,オートロック,新型コロナ対策：TV電話で内見代行可能お客様は外出せず希望の物件を担当が現地から撮影します。,オンライン相談可,（株式会社Banc）,エレベーター,スーパー800m以内
ローヤルシティ新小岩,https://www.homes.co.jp/mansion/b-1418400002260/,https://image4.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fxu4n2ruzcz5l2vm.jpg&width=208&height=138,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,2階南西,2階南西,ＪＲ総武線 新小岩駅 徒歩14分東京都江戸川区松島3丁目46-16,SRC(鉄骨鉄筋コンクリート) / 15階建,2004年11月（築16年）,"3,680万円",南西,3SLDK/78m²,"3,680万円",3SLDK/78m²,30枚,オンライン相談可,オンライン相談可,122戸,お気に入りに登録,詳細を見る,https://www.homes.co.jp/mansion/b-1418400002260/,ペット相談可,ペット相談可,エレベーター,エレベーター,角部屋,角部屋,新型コロナ対策：TV電話で内見代行可能お客様は外出せず希望の物件を担当が現地から撮影します。,オンライン相談可,（株式会社Banc）,,
グランシエロ竹ノ塚元渕江公園,https://www.homes.co.jp/mansion/b-1365330000621/,https://image.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fzh2w2rt3mz2pl05.jpg&width=208&height=138,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,5階西,5階西,東武伊勢崎線 竹ノ塚駅 徒歩18分東京都足立区保木間2丁目14-1,RC(鉄筋コンクリート) / 8階建,2006年05月（築15年）,"3,380万円",西,3LDK/85m²,"3,380万円",3LDK/85m²,18枚,オンライン相談可,オンライン相談可,-,お気に入りに登録,詳細を見る,https://www.homes.co.jp/mansion/b-1365330000621/,ペット相談可,ペット相談可,エレベーター,エレベーター,スーパー800m以内,スーパー800m以内,,オンライン相談可,（ハウスウェル株式会社）,,
グランフォース蔵前,https://www.homes.co.jp/mansion/b-1083460036191/,https://image1.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2F8xig2rj3y1osmji.jpg&width=208&height=138,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,2階-,2階-,ＪＲ総武線 浅草橋駅 徒歩10分東京都台東区鳥越2丁目12-14,RC(鉄筋コンクリート) / 9階建,2006年02月（築15年）,"2,890万円",-,1LDK/39.72m²,"2,890万円",1LDK/39.72m²,4枚,（株式会社リゾートハウス）,（株式会社リゾートハウス）,-,お気に入りに登録,詳細を見る,https://www.homes.co.jp/mansion/b-1083460036191/,オートロック,オートロック,,,,,,,,,
ヴェローナ小竹向原,https://www.homes.co.jp/mansion/b-1318040001558/,https://image.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fu1102rrfai29k7u.jpg&width=208&height=138,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,4階南西,4階南西,東京メトロ有楽町線 小竹向原駅 徒歩5分東京都板橋区小茂根4丁目,RC(鉄筋コンクリート) / 5階建,2006年03月（築15年）,"1,850万円",南西,1K/21.18m²,"1,850万円",1K/21.18m²,13枚,（株式会社福屋不動産販売　成増店）,（株式会社福屋不動産販売　成増店）,32戸,お気に入りに登録,詳細を見る,https://www.homes.co.jp/mansion/b-1318040001558/,オートロック,オートロック,エレベーター,エレベーター,,,オーナーチェンジ、駅近物件、平成１８年３月築、４階部分の南西向き、陽当り良好、オートロックマンション,,,,
ヴェローナ小竹向原,https://www.homes.co.jp/mansion/b-1318040001558/,https://image.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fu1102rrfai29k7u.jpg&width=208&height=138,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,4階南西,4階南西,東京メトロ有楽町線 小竹向原駅 徒歩5分東京都板橋区小茂根4丁目,RC(鉄筋コンクリート) / 5階建,2006年03月（築15年）,"1,850万円",南西,1K/21.18m²,"1,850万円",1K/21.18m²,13枚,（株式会社福屋不動産販売　成増店）,（株式会社福屋不動産販売　成増店）,32戸,お気に入りに登録,詳細を見る,https://www.homes.co.jp/mansion/b-1318040001558/,オートロック,オートロック,エレベーター,エレベーター,,,オーナーチェンジ、駅近物件、平成１８年３月築、４階部分の南西向き、陽当り良好、オートロックマンション,,,,
サンクレイドル八王子北野台,https://www.homes.co.jp/mansion/b-1240210001049/,https://image2.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fzt542ronz1gzidh.jpg&width=208&height=138,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,6階南,6階南,京王線 北野駅 バス7分 北野台5丁目下車 徒歩1分東京都八王子市北野台5丁目50-5,RC(鉄筋コンクリート) / 8階建,2001年10月（築20年）,"2,300万円",南,4LDK/90.5m²,"2,300万円",4LDK/90.5m²,11枚,（有限会社住地ハウジング）,（有限会社住地ハウジング）,100戸,お気に入りに登録,詳細を見る,https://www.homes.co.jp/mansion/b-1240210001049/,ペット相談可,ペット相談可,駐車場あり,駐車場あり,オートロック,オートロック,南・東・北３方角部屋につき日当たり通風良好 ルーフバルコニー面積60.15平米 ペット飼育可な物件,,,エレベーター,スーパー800m以内
グランシティユーロテラスII,https://www.homes.co.jp/mansion/b-1334620003457/,https://image1.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2F58bl2rs0g6crqed.jpg&width=208&height=138,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,3階南,3階南,東武伊勢崎線 五反野駅 徒歩6分東京都足立区西綾瀬2丁目,RC(鉄筋コンクリート) / 9階建,2007年02月（築14年）,"3,080万円",南,3LDK/65.02m²,"3,080万円",3LDK/65.02m²,1枚,（株式会社福屋不動産販売　北千住店）,（株式会社福屋不動産販売　北千住店）,44戸,お気に入りに登録,詳細を見る,https://www.homes.co.jp/mansion/b-1334620003457/,駐車場あり,駐車場あり,エレベーター,エレベーター,,,東武伊勢崎線「五反野」駅徒歩６分 全居室収納スペース有 雨の日でも洗濯物を乾かせる浴室乾燥機付き,,,,
天然温泉・レストラン付きシニア向け分譲マンションデュオセ,https://www.homes.co.jp/mansion/b-1182190000825/,https://image2.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Ffswn2rmlxmzz58m.jpg&width=208&height=138,"https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584","4階西,2階西",4階西,小田急小田原線 鶴川駅 バス9分 けやき通り下車 徒歩2分東京都町田市三輪緑山1丁目23-2,RC(鉄筋コンクリート) / 4階建,2016年07月（築5年）,"5,000万円,2,650万円","西,西","2LDK/76.2m²,ワンルーム/40.23m²","5,000万円",2LDK/76.2m²,30枚,"（ロイヤルハウジング株式会社　若葉台店）,（ロイヤルハウジング株式会社　若葉台店）",（ロイヤルハウジング株式会社　若葉台店）,82戸,"お気に入りに登録,お気に入りに登録","詳細を見る,詳細を見る",https://www.homes.co.jp/mansion/b-1182190000825/,"駐車場あり,駐車場あり",駐車場あり,"オートロック,オートロック",オートロック,"エレベーター,エレベーター",エレベーター,天然温泉大浴場・レストランがあるシニア向け分譲マンション,,,最上階,角部屋
アクトヒルズ金町,https://www.homes.co.jp/mansion/b-1215930000557/,https://image1.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fffu22rnszmsg2ae.jpg&width=208&height=138,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,6階南東,6階南東,京成金町線 京成金町駅 徒歩5分東京都葛飾区金町5丁目24-21,RC(鉄筋コンクリート) / 14階建,2006年10月（築15年）,"2,500万円",南東,2LDK/40.59m²,"2,500万円",2LDK/40.59m²,5枚,（株式会社グリップ　元町支店）,（株式会社グリップ　元町支店）,30戸,お気に入りに登録,詳細を見る,https://www.homes.co.jp/mansion/b-1215930000557/,オートロック,オートロック,エレベーター,エレベーター,スーパー800m以内,スーパー800m以内,東南角部屋・陽当り良好生活便利ペット飼育可104，000円/月にて賃貸中,,,角部屋,
ダイアパレス北赤羽駅前,https://www.homes.co.jp/mansion/b-1432000000005/,https://image2.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2F9oml2rvgpr2c4xh.jpg&width=208&height=138,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,3階南西,3階南西,ＪＲ埼京線 北赤羽駅 徒歩2分東京都北区浮間1丁目,RC(鉄筋コンクリート) / 10階建,2005年12月（築15年）,"3,500万円",南西,2SLDK/70.83m²,"3,500万円",2SLDK/70.83m²,20枚,（株式会社大和不動産　武蔵浦和店）,（株式会社大和不動産　武蔵浦和店）,19戸,お気に入りに登録,詳細を見る,https://www.homes.co.jp/mansion/b-1432000000005/,ペット相談可,ペット相談可,オートロック,オートロック,エレベーター,エレベーター,【北赤羽駅】徒歩2分、南西角部屋のお住まい。15.7帖のリビングは床暖房付き。周辺買い物施設充実。,,,スーパー800m以内,角部屋
ルーブル蒲田南参番館,https://www.homes.co.jp/mansion/b-39049920000099/,https://image3.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2F25c93swwp50just.jpg&width=208&height=138,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,3階-,3階-,京急本線 雑色駅 徒歩6分東京都大田区東六郷2丁目1-20,RC(鉄筋コンクリート) / 6階建,2011年07月（築10年）,"2,030万円",-,1K/20.58m²,"2,030万円",1K/20.58m²,4枚,オンライン相談可,オンライン相談可,58戸,お気に入りに登録,詳細を見る,https://www.homes.co.jp/mansion/b-39049920000099/,オートロック,オートロック,エレベーター,エレベーター,スーパー800m以内,スーパー800m以内,,オンライン相談可,（株式会社フィナンシャルアドバイザーズ）,,
レクセルプライム武蔵砂川,https://www.homes.co.jp/mansion/b-1393120000226/,https://image1.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fv6w72ru33mnj9ze.jpg&width=208&height=138,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,7階南東,7階南東,西武拝島線 武蔵砂川駅 徒歩10分東京都立川市砂川町8丁目,RC(鉄筋コンクリート) / 9階建,2006年02月（築15年）,"2,850万円",南東,4LDK/85.5m²,"2,850万円",4LDK/85.5m²,21枚,オンライン相談可,オンライン相談可,56戸,お気に入りに登録,詳細を見る,https://www.homes.co.jp/mansion/b-1393120000226/,ペット相談可,ペット相談可,オートロック,オートロック,エレベーター,エレベーター,～7階部分、南東・南西角住戸、日当たり・通風・眺望良好～,オンライン相談可,（株式会社大京穴吹不動産　国分寺店【電話受付：東京本社】）,角部屋,
パレステュディオ新宿都庁前,https://www.homes.co.jp/mansion/b-9520000733/,https://image2.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fur862qh1hx7wxud.jpg&width=208&height=138,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,3階南西,3階南西,都営大江戸線 都庁前駅 徒歩7分東京都新宿区西新宿3丁目,SRC(鉄骨鉄筋コンクリート) / 15階建,2006年03月（築15年）,"2,800万円",南西,1K/23.96m²,"2,800万円",1K/23.96m²,12枚,（青山通り不動産（マジュニア株式会社））,（青山通り不動産（マジュニア株式会社））,71戸,お気に入りに登録,詳細を見る,https://www.homes.co.jp/mansion/b-9520000733/,ペット相談可,ペット相談可,オートロック,オートロック,エレベーター,エレベーター,～人気シリーズマンションの「パレステュディオ」～グレードの高い設備仕様,,,スーパー800m以内,角部屋
サンクレイドル西東京ウインフォート,https://www.homes.co.jp/mansion/b-1392890000289/,https://image3.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fsi9j2ru2t29xl9i.jpg&width=208&height=138,"https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584","7階南西,4階西",7階南西,西武新宿線 田無駅 徒歩13分東京都西東京市芝久保町1丁目,RC(鉄筋コンクリート) / 10階建,2006年02月（築15年）,"2,980万円,3,180万円","南西,西","2SLDK/67.8m²,3LDK/67.62m²","2,980万円",2SLDK/67.8m²,21枚,"オンライン相談可,オンライン相談可",オンライン相談可,153戸,"お気に入りに登録,お気に入りに登録","詳細を見る,詳細を見る",https://www.homes.co.jp/mansion/b-1392890000241/,"ペット相談可,ペット相談可",ペット相談可,"オートロック,オートロック",オートロック,"エレベーター,エレベーター",エレベーター,総戸数153戸の大規模マンション,"オンライン相談可,オンライン相談可","（株式会社大京穴吹不動産　吉祥寺店【電話受付：東京本社】）,（株式会社大京穴吹不動産　吉祥寺店【電話受付：東京本社】）",,
コンフォートパレス小岩,https://www.homes.co.jp/mansion/b-1391790000949/,https://image4.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fooiu2ru1ej2t8za.jpg&width=208&height=138,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,3階南,3階南,ＪＲ総武線 小岩駅 徒歩14分東京都江戸川区上一色3丁目,RC(鉄筋コンクリート) / 13階建,2006年08月（築15年）,"3,180万円",南,2LDK/55.55m²,"3,180万円",2LDK/55.55m²,2枚,オンライン相談可,オンライン相談可,43戸,お気に入りに登録,詳細を見る,https://www.homes.co.jp/mansion/b-1391790000949/,ペット相談可,ペット相談可,オートロック,オートロック,エレベーター,エレベーター,上一色南小学校 約900m 徒歩12分上一色中学校 約700m 徒歩9分,オンライン相談可,（リオン不動産株式会社　ハウスドゥ！新小岩駅南口店）,,
レーベンハイム青砥クレフォート,https://www.homes.co.jp/mansion/b-1392870000331/,https://image1.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2F5tgz2ru2s576qmo.jpg&width=208&height=138,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,5階南,5階南,京成本線 青砥駅 徒歩9分東京都葛飾区青戸6丁目,RC(鉄筋コンクリート) / 12階建,2006年10月（築15年）,"3,180万円",南,2SLDK/65.08m²,"3,180万円",2SLDK/65.08m²,21枚,オンライン相談可,オンライン相談可,35戸,お気に入りに登録,詳細を見る,https://www.homes.co.jp/mansion/b-1392870000331/,ペット相談可,ペット相談可,オートロック,オートロック,エレベーター,エレベーター,5階部分、南・西角住戸、陽光降り注ぐワイドスパン。,オンライン相談可,（株式会社大京穴吹不動産　上野店【電話受付：東京本社】）,角部屋,
ＣＯＮＯＥ赤坂丹後町,https://www.homes.co.jp/mansion/b-1392840000392/,https://image.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Flycc2ru2qrl2giq.jpg&width=208&height=138,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,2階南東,2階南東,東京メトロ銀座線 赤坂見附駅 徒歩6分東京都港区赤坂4丁目,RC(鉄筋コンクリート) / 8階建,2011年09月（築10年）,"6,280万円",南東,1LDK/38.85m²,"6,280万円",1LDK/38.85m²,5枚,オンライン相談可,オンライン相談可,20戸,お気に入りに登録,詳細を見る,https://www.homes.co.jp/mansion/b-1392840000392/,ペット相談可,ペット相談可,オートロック,オートロック,角部屋,角部屋,南東・北東角住戸ペット飼育可事務所等併用利用可,オンライン相談可,（株式会社大京穴吹不動産　渋谷店【電話受付：東京本社】）,,
南向き「コスモ21ザ・ガーデンズフォート」東砂Selection,https://www.homes.co.jp/mansion/b-1339690004035/,https://image.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fwu172rs6x37iip9.jpg&width=208&height=138,"https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584","2階南,1階南",2階南,都営新宿線 大島駅 徒歩17分東京都江東区東砂4丁目,RC(鉄筋コンクリート) / 14階建,2001年10月（築20年）,"3,960万円,4,980万円","南,南","3LDK/82.83m²,3SLDK/104.07m²","3,960万円",3LDK/82.83m²,14枚,"オンライン相談可,オンライン相談可",オンライン相談可,583戸,"お気に入りに登録,お気に入りに登録","詳細を見る,詳細を見る",https://www.homes.co.jp/mansion/b-1339690004035/,"駐車場あり,駐車場あり",駐車場あり,"オートロック,オートロック",オートロック,"エレベーター,エレベーター",エレベーター,南向きにつき日当たりと開放感が良好～周辺に買物施設が充実しており生活利便良好,"オンライン相談可,オンライン相談可","（株式会社アドキャスト　錦糸町支店）,（株式会社コスモスイニシア　流通営業部・錦糸町営業所）","大規模マンション,大規模マンション","スーパー800m以内,スーパー800m以内"
プラウドシティ大田六郷　フォレスト街区,https://www.homes.co.jp/mansion/b-1358090003721/,https://image3.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Foheo2rsuedfzkw5.jpg&width=208&height=138,"https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584","4階南,3階南",4階南,京急本線 六郷土手駅 徒歩10分東京都大田区西六郷3丁目2-14,RC(鉄筋コンクリート) / 14階建,2017年02月（築4年）,"5,980万円,5,480万円","南,南","3LDK/75.85m²,3LDK/71m²","5,980万円",3LDK/75.85m²,30枚,"オンライン相談可,オンライン相談可",オンライン相談可,466戸,"お気に入りに登録,お気に入りに登録","詳細を見る,詳細を見る",https://www.homes.co.jp/mansion/b-1358090003721/,"オートロック,ペット相談可",オートロック,"大規模マンション,駐車場あり",大規模マンション,"スーパー800m以内,オートロック",スーパー800m以内,快適な生活をサポートする充実の設備・仕様。大規模レジデンスならではの充実した共用施設も魅力です。,"オンライン相談可,オンライン相談可","（株式会社東宝ハウス大田東京）,（株式会社マンションマーケット）",エレベーター,大規模マンション
日神パレステージ町田イースト,https://www.homes.co.jp/mansion/b-1127950051194/,https://image3.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fr8fq2rkopw1f2jt.jpg&width=208&height=138,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,4階南,4階南,小田急江ノ島線 東林間駅 バス24分 原町田四丁目下車 徒歩1分東京都町田市原町田4丁目,RC(鉄筋コンクリート) / 13階建,2012年12月（築8年）,"3,780万円",南,2LDK/55.08m²,"3,780万円",2LDK/55.08m²,11枚,（株式会社住まいの広場TOWNS）,（株式会社住まいの広場TOWNS）,49戸,お気に入りに登録,詳細を見る,https://www.homes.co.jp/mansion/b-1127950051194/,ペット相談可,ペット相談可,オートロック,オートロック,エレベーター,エレベーター,,,,スーパー800m以内,
アンビシャス八王子,https://www.homes.co.jp/mansion/b-39030530000072/,https://www.homes.co.jp/search/assets/img/default/common/thumb/no-image_208x138.png?v=ffcb0b1df13b2339d2d18c0cd1099737,,1階-,1階-,ＪＲ八高線 北八王子駅 徒歩12分東京都八王子市大和田町2丁目10-7,RC(鉄筋コンクリート) / 7階建,2009年03月（築12年）,"3,248万円",-,2LDK/56.52m²,"3,248万円",2LDK/56.52m²,5枚,（アイエス宅建）,（アイエス宅建）,-,お気に入りに登録,詳細を見る,https://www.homes.co.jp/mansion/b-39030530000072/,,,,,,,,,,,
ティエドゥール駒込,https://www.homes.co.jp/mansion/b-39036020001497/,https://image2.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2F912x3sweykyiuhc.jpg&width=208&height=138,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,4階南東,4階南東,ＪＲ山手線 駒込駅 徒歩6分東京都北区西ケ原1丁目27-1,RC(鉄筋コンクリート) / 13階建,2012年04月（築9年）,"5,280万円",南東,2LDK/58.85m²,"5,280万円",2LDK/58.85m²,24枚,オンライン相談可,オンライン相談可,28戸,お気に入りに登録,詳細を見る,https://www.homes.co.jp/mansion/b-39036020001497/,ペット相談可,ペット相談可,オートロック,オートロック,エレベーター,エレベーター,～「駒込」駅徒歩6分の立地で交通利便性良好／3方向角部屋につき、陽当たり・通風良好～,オンライン相談可,（株式会社マンションマーケット）,スーパー800m以内,角部屋
ザ・パークハウス東雪谷　～築浅、角住戸～,https://www.homes.co.jp/mansion/b-1216190000500/,https://image4.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2F893q2rntbks66a9.jpg&width=208&height=138,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,2階南西,2階南西,東急池上線 洗足池駅 徒歩13分東京都大田区東雪谷4丁目21-21,RC(鉄筋コンクリート) / 7階建,2012年06月（築9年）,"5,200万円",南西,3SLDK/68.7m²,"5,200万円",3SLDK/68.7m²,30枚,（株式会社VECS）,（株式会社VECS）,-,お気に入りに登録,詳細を見る,https://www.homes.co.jp/mansion/b-1216190000500/,オートロック,オートロック,エレベーター,エレベーター,スーパー800m以内,スーパー800m以内,緑豊かな東雪谷4丁目の高台に佇む「ザ・パークハウス」シリーズの築浅・角住戸。,,,角部屋,
トーシンフェニックス日本橋蛎殻町,https://www.homes.co.jp/mansion/b-1393180000257/,https://image3.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fzzua2ru36dvs606.jpg&width=208&height=138,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,11階南東,11階南東,東京メトロ半蔵門線 水天宮前駅 徒歩5分東京都中央区日本橋蛎殻町1丁目,SRC(鉄骨鉄筋コンクリート) / 11階建,2002年05月（築19年）,"3,880万円",南東,2DK/40.68m²,"3,880万円",2DK/40.68m²,16枚,オンライン相談可,オンライン相談可,71戸,お気に入りに登録,詳細を見る,https://www.homes.co.jp/mansion/b-1393180000257/,オートロック,オートロック,エレベーター,エレベーター,最上階,最上階,地上11階建て最上階部分、2DK、3方面角住戸,オンライン相談可,（株式会社大京穴吹不動産　月島店【電話受付：東京本社】）,,
ライオンズアイル渋谷松濤,https://www.homes.co.jp/mansion/b-1393230001012/,https://image3.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2F38ks2ru38okp4ya.jpg&width=208&height=138,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,2階南西,2階南西,京王井の頭線 神泉駅 徒歩8分東京都渋谷区松濤2丁目,RC(鉄筋コンクリート) / 13階建,2012年07月（築9年）,"3,780万円",南西,1DK/30m²,"3,780万円",1DK/30m²,11枚,オンライン相談可,オンライン相談可,64戸,お気に入りに登録,詳細を見る,https://www.homes.co.jp/mansion/b-1393230001012/,オートロック,オートロック,,,,,2012年築、松濤2丁目アドレス,オンライン相談可,（株式会社大京穴吹不動産　アセット事業部【電話受付：東京本社】）,,
ダイアパレスホワイトテラス・グランディア水元公園,https://www.homes.co.jp/mansion/b-1267650013924/,https://image2.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Ffjf42rpmzm8i6fl.jpg&width=208&height=138,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,1階南,1階南,ＪＲ常磐線 金町駅 徒歩35分東京都葛飾区東水元5丁目,RC(鉄筋コンクリート) / 4階建,2002年09月（築19年）,"2,080万円",南,3LDK/75.9m²,"2,080万円",3LDK/75.9m²,25枚,オンライン相談可,オンライン相談可,68戸,お気に入りに登録,詳細を見る,https://www.homes.co.jp/mansion/b-1267650013924/,オートロック,オートロック,エレベーター,エレベーター,,,南向きで、陽当り良好。1階につき、階下を気にせず過ごせます。ＷＩＣ含む有。約16平米の広々バルコニー,オンライン相談可,（株式会社東宝ハウス城東）,,
レクセル多摩センターマークレジデンス,https://www.homes.co.jp/mansion/b-1060410000613/,https://image1.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2F4anh2riaj556uly.jpg&width=208&height=138,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,1階南,1階南,京王相模原線 京王多摩センター駅 徒歩10分東京都八王子市松が谷8-1,RC(鉄筋コンクリート) / 6階建,2007年03月（築14年）,"3,198万円",南,3LDK/85.58m²,"3,198万円",3LDK/85.58m²,30枚,（ロイヤルハウジング株式会社 多摩センター駅前ショップ）,（ロイヤルハウジング株式会社 多摩センター駅前ショップ）,159戸,お気に入りに登録,詳細を見る,https://www.homes.co.jp/mansion/b-1060410000613/,ペット相談可,ペット相談可,駐車場あり,駐車場あり,オートロック,オートロック,専用庭＋テラス付でリビングの外側まで広がるプライベート空間！ペット飼育可です！（飼育条件有）,,,エレベーター,
ブランズ新宿富久町 最寄駅5分 LDK＆テラス南西向き,https://www.homes.co.jp/mansion/b-1206630001210/,https://image.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fs51t2rnh4eahw2x.jpg&width=208&height=138,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,2階南西,2階南西,都営新宿線 曙橋駅 徒歩5分東京都新宿区富久町,RC(鉄筋コンクリート) / 6階建,2012年08月（築9年）,"6,680万円",南西,2LDK/57.7m²,"6,680万円",2LDK/57.7m²,18枚,（株式会社昭建　ピタットハウス本郷店）,（株式会社昭建　ピタットハウス本郷店）,28戸,お気に入りに登録,詳細を見る,https://www.homes.co.jp/mansion/b-1206630001210/,オートロック,オートロック,エレベーター,エレベーター,スーパー800m以内,スーパー800m以内,駅5分の築浅「BRANZ」(H24年8月築) LDK(約14.5帖)＆テラス南西向き 陽当り良好,,,,
